My Fuel Manager - Fuel
Date;Fillup volume;Odometer;Total price;Currency;Fuel;Tank status after fillup;%;Note;Vehicle name
4/28/2014;26.09;191988;3000.35;USD;1;F;100;"";"LADA 2110 1.5 16V Komfort [2004]"
4/27/2014;28.47;401783;945.21;USD;2;F;100;"";"AUDI A6 Avant 2.5 TDI [2002]"
4/27/2014;25.32;191057;752;USD;1;F;100;"";"LADA 2110 1.5 16V Komfort [2004]"
4/26/2014;34.83;401400;1152.87;USD;2;F;100;"";"AUDI A6 Avant 2.5 TDI [2002]"
4/14/2014;46.12;197464;1533;USD;2;F;100;"";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
4/13/2014;15;197417;496.5;USD;2;P;37;"";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
3/27/2014;35;196921;1158.5;USD;2;P;97;"";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
3/26/2014;45;196521;1489.5;USD;2;P;95;"";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
3/9/2014;40;196040;1344;USD;2;P;97;"";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
2/25/2014;35;195726;1179.5;USD;2;P;86;"";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
2/19/2014;56;195245;1881.6;USD;2;F;100;"";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
2/7/2014;55.74;194699;1872.86;USD;2;F;100;"";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
2/2/2014;30;194200;996;USD;2;P;92;"";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
1/27/2014;45.73;193854;1536.53;USD;2;F;100;"";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
1/14/2014;55.65;193462;1853.14;USD;2;F;100;"";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
1/8/2014;30;192900;1011;USD;2;F;100;"";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
1/6/2014;62.46;383002;2040;USD;2;F;100;"Караганда";"AUDI A6 Avant 2.5 TDI [2002]"
1/6/2014;38.58;383529;1300;USD;2;F;100;"Кокчетав";"AUDI A6 Avant 2.5 TDI [2002]"
1/6/2014;39;383994;1302.6;USD;2;F;100;"Курган";"AUDI A6 Avant 2.5 TDI [2002]"
1/5/2014;28.98;381726;964;USD;2;F;100;"Талдыкурган";"AUDI A6 Avant 2.5 TDI [2002]"
1/5/2014;52.83;382347;1750;USD;2;F;100;"Чиганак";"AUDI A6 Avant 2.5 TDI [2002]"
1/1/2014;33.04;380850;1108.59;USD;2;F;100;"Талдыкурган";"AUDI A6 Avant 2.5 TDI [2002]"
1/1/2014;42.84;381401;1429.7;USD;2;F;100;"Талдыкурган";"AUDI A6 Avant 2.5 TDI [2002]"
12/31/2013;30;192500;1011;USD;2;F;100;"";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
12/28/2013;30;192200;996;USD;2;F;100;"";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
12/27/2013;33.09;380490;728;USD;2;F;100;"Талдыкурган";"AUDI A6 Avant 2.5 TDI [2002]"
12/26/2013;45.52;379329;1402;USD;2;F;100;"Караганда";"AUDI A6 Avant 2.5 TDI [2002]"
12/26/2013;45.28;379978;1529;USD;2;F;100;"Чиганак";"AUDI A6 Avant 2.5 TDI [2002]"
12/26/2013;20;191800;664;USD;2;F;100;"";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
12/25/2013;26.87;378334;897.46;USD;2;F;100;"Курган";"AUDI A6 Avant 2.5 TDI [2002]"
12/25/2013;33.67;378798;712;USD;2;F;100;"Кокчетав";"AUDI A6 Avant 2.5 TDI [2002]"
12/24/2013;45.5;377970;1497;USD;2;F;100;"Екатеринбург";"AUDI A6 Avant 2.5 TDI [2002]"
12/24/2013;10;191650;332;USD;2;P;91;"";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
12/18/2013;50;191440;1650;USD;2;P;95;"";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
12/10/2013;50;190830;1675;USD;2;P;90;"";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
11/26/2013;50;190371;1650;USD;2;P;96;"";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
11/19/2013;51.75;189735;1707.75;USD;2;F;100;"";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
11/12/2013;50;189221;1600;USD;2;P;95;"";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
11/1/2013;47.51;188617;1496.56;USD;2;F;100;"";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
10/25/2013;51;188016;1581;USD;2;F;100;"";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
10/15/2013;30;187692;915;USD;2;P;75;"";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
10/13/2013;30;187587;921;USD;2;P;45;"";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
10/3/2013;30;187058;906;USD;2;P;64;"";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
9/26/2013;30;186838;921;USD;2;P;50;"";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
9/24/2013;30;186267;906;USD;2;P;72;"";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
9/20/2013;30;186010;906;USD;2;P;60;"";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
9/5/2013;54.84;185418;1656.17;USD;2;F;100;"";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
8/23/2013;42;360138;923.81;USD;2;P;95;"";"AUDI A6 Avant 2.5 TDI [2002]"
8/23/2013;50.98;360774;1565.09;USD;2;F;100;"";"AUDI A6 Avant 2.5 TDI [2002]"
8/22/2013;58.68;359469;1772.13;USD;2;F;100;"";"AUDI A6 Avant 2.5 TDI [2002]"
8/12/2013;57.92;184836;1778.15;USD;2;F;100;"";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
8/3/2013;42.32;184130;1278.07;USD;2;F;100;"";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
7/29/2013;45;183795;1381.5;USD;2;P;96;"";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
7/23/2013;30;183470;921;USD;2;P;80;"";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
7/19/2013;50;182970;1535;USD;2;F;100;"";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
7/13/2013;55;182370;1688.5;USD;2;F;100;"";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
7/6/2013;55;181670;1688.5;USD;2;P;99;"";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
7/6/2013;50;70631;1550;USD;1;F;100;"Екб";"NISSAN X-Trail 2.5 Columbia Elegance A/T [2006]"
7/5/2013;20;70126;630;USD;1;P;46;"Канистра, Пермский край";"NISSAN X-Trail 2.5 Columbia Elegance A/T [2006]"
7/5/2013;59.8;69608;1850.81;USD;1;F;100;"Кировская область, ЛУКОЙЛ, Стас";"NISSAN X-Trail 2.5 Columbia Elegance A/T [2006]"
7/5/2013;37.87;70185;1172.08;USD;1;F;100;"ЛУКОЙЛ, Пермь, Артем";"NISSAN X-Trail 2.5 Columbia Elegance A/T [2006]"
7/4/2013;42.67;68661;1329.17;USD;1;F;100;"Вологодское, Сазоново, Лукойл, Стас";"NISSAN X-Trail 2.5 Columbia Elegance A/T [2006]"
7/4/2013;30;68955;873;USD;1;F;100;"Пошехонье, Газпром, Артем";"NISSAN X-Trail 2.5 Columbia Elegance A/T [2006]"
7/3/2013;40.92;68263;1295.12;USD;1;F;100;"Пушкин, Газпром, Стас";"NISSAN X-Trail 2.5 Columbia Elegance A/T [2006]"
6/30/2013;10.49;67956;350.26;USD;1;P;33;"BP Питер";"NISSAN X-Trail 2.5 Columbia Elegance A/T [2006]"
6/30/2013;41.17;67966;1340.08;USD;1;F;100;"Газпром Питер";"NISSAN X-Trail 2.5 Columbia Elegance A/T [2006]"
6/29/2013;45;180970;1390;USD;2;F;100;"";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
6/28/2013;50;66885;1567.5;USD;1;F;100;"Клин, Москва";"NISSAN X-Trail 2.5 Columbia Elegance A/T [2006]"
6/28/2013;57.5;67466;1822.8;USD;1;F;100;"Санкт-петербург";"NISSAN X-Trail 2.5 Columbia Elegance A/T [2006]"
6/26/2013;44.28;66398;1363.82;USD;1;F;100;"Нижний Новгород";"NISSAN X-Trail 2.5 Columbia Elegance A/T [2006]"
6/25/2013;32.31;66045;999.99;USD;1;P;95;"";"NISSAN X-Trail 2.5 Columbia Elegance A/T [2006]"
6/24/2013;32.31;65801;999.99;USD;1;P;79;"Вернул, марий-эл";"NISSAN X-Trail 2.5 Columbia Elegance A/T [2006]"
6/23/2013;44;65316;1365;USD;1;F;100;"Объячево";"NISSAN X-Trail 2.5 Columbia Elegance A/T [2006]"
6/22/2013;30;64089;930;USD;1;F;100;"Екатеринбург";"NISSAN X-Trail 2.5 Columbia Elegance A/T [2006]"
6/22/2013;33.4;64489;1034;USD;1;F;100;"";"NISSAN X-Trail 2.5 Columbia Elegance A/T [2006]"
6/22/2013;48.78;64900;1509.74;USD;1;F;100;"Киров";"NISSAN X-Trail 2.5 Columbia Elegance A/T [2006]"
6/19/2013;50;180370;1530;USD;2;F;100;"";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
6/12/2013;30;179997;921;USD;2;P;65;"Lukoil";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
6/10/2013;16;179938;500;USD;2;P;27;"Ерго";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
5/28/2013;50;179332;1535;USD;2;P;90;"";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
